Date,Open,High,Low,Adj Close,Volume,Target,MA5,MA10
2014-03-07,50.588001,50.970001,48.882,49.242001,39061500,0,50.2884004,49.464199799999996
2014-03-10,48.540001,48.599998,47.212002,47.768002,38640500,0,49.8196008,49.8880001
2014-03-11,47.299999,48.919998,46.486,46.882,44050500,1,49.002401,49.616200299999996
2014-03-12,46.299999,49.5,46.222,48.298,48772000,0,48.5556008,49.3860005
2014-03-13,48.757999,48.838001,46.799999,47.557999,31181500,0,47.949600399999994,49.0910005
2014-03-14,47.057999,47.388,45.664001,46.194,41448500,1,47.340000200000006,48.814200299999996
2014-03-17,46.990002,47.585999,46.099998,46.796001,29563000,1,47.1456,48.4826004
2014-03-18,47.389999,48.299999,47.004002,48.007999,31211500,0,47.3707998,48.186600399999996
2014-03-19,48.278,48.310001,46.702,47.167999,25356500,0,47.1447996,47.8502002
2014-03-20,47.231998,47.849998,46.672001,46.981998,19089500,0,47.0295994,47.489599899999995
2014-03-21,47.203999,47.240002,45.5,45.778,41084500,0,46.9463994,47.143199800000005
2014-03-24,45.950001,45.98,42.054001,44.034,56644000,1,46.393999199999996,46.7697996
2014-03-25,44.827999,45.41,43.580002,44.088001,39327000,0,45.6099996,46.4903997
2014-03-26,44.389999,44.52,42.27,42.591999,34536500,0,44.694799599999996,45.9197996
2014-03-27,42.473999,42.720001,40.599998,41.464001,47478500,1,43.5912002,45.3103998
2014-03-28,42.560001,43.344002,42.054001,42.473999,48424000,0,42.930400000000006,44.9383997
2014-03-31,43.299999,43.349998,41.278,41.689999,41900000,1,42.4615998,44.4277995
2014-04-01,41.804001,43.632,41.716,43.394001,36857000,1,42.3227998,43.9663997
2014-04-02,44.0,46.178001,43.610001,46.057999,53911500,0,43.0159998,43.8553997
2014-04-03,46.060001,47.146,44.400002,45.080002,54618500,0,43.7392,43.66520010000001
2014-04-04,45.202,45.653999,42.25,42.445999,56728000,0,43.7336,43.332
2014-04-07,41.161999,43.240002,40.702,41.504002,49277500,1,43.6964006,43.0790002
2014-04-08,42.009998,43.298,41.284,43.091999,34446500,1,43.6360002,42.9794
2014-04-09,43.352001,43.689999,42.178001,43.386002,25789500,0,43.1016008,43.0588003
2014-04-10,43.363998,43.5,40.757999,40.838001,36057500,0,42.2532006,42.996200300000005
2014-04-11,40.122002,41.400002,39.720001,40.756001,45336000,0,41.915200999999996,42.8244005
2014-04-14,41.52,41.688,38.882,39.618,38515000,0,41.5380006,42.617200600000004
2014-04-15,39.818001,39.858002,36.863998,38.782001,68296500,1,40.676001,42.156000600000006
2014-04-16,39.400002,39.998001,38.164001,39.821999,36011000,0,39.9632004,41.5324006
2014-04-17,39.922001,40.458,38.816002,39.624001,29634000,1,39.7204004,40.9868005
2014-04-21,39.416,41.240002,38.799999,40.875999,26291000,1,39.7444,40.8298005
2014-04-22,41.271999,43.866001,41.001999,43.728001,49023500,0,40.5664002,41.0522004
2014-04-23,43.265999,43.348,41.400002,41.598,36478000,0,41.129599999999996,40.9028005
2014-04-24,42.161999,42.560001,40.639999,41.571999,27476000,0,41.4796,40.7214002
2014-04-25,40.400002,41.34,39.529999,39.970001,34983500,0,41.5488,40.6346002
2014-04-28,40.0,40.757999,38.099998,39.702,35210000,1,41.314000199999995,40.529200100000004
2014-04-29,39.641998,41.43,39.105999,41.383999,28895500,1,40.8451998,40.705799999999996
2014-04-30,40.720001,41.632,40.256001,41.577999,22203000,0,40.8411996,40.985399799999996
2014-05-01,41.416,42.804001,41.138,41.546001,27199500,1,40.836,41.1578
2014-05-02,41.720001,42.271999,41.304001,42.181999,20434000,1,41.2783996,41.4135998
2014-05-05,41.896,43.537998,41.703999,43.321999,25735000,0,42.0023994,41.6581998
2014-05-06,43.32,43.731998,41.369999,41.456001,28183500,0,42.016799799999994,41.4309998
2014-05-07,41.928001,42.040001,39.450001,40.27,50896500,0,41.755199999999995,41.2981998
2014-05-08,36.400002,38.880001,35.599998,35.717999,100283000,1,40.5895996,40.7127998
2014-05-09,35.972,36.68,35.444,36.452,42476000,1,39.4435998,40.360999699999994
2014-05-12,36.773998,37.438,35.976002,36.933998,35011500,1,38.1659996,40.0841995
2014-05-13,36.751999,38.268002,36.599998,38.032001,35486000,1,37.481199600000004,39.7489997
2014-05-14,37.790001,38.695999,37.419998,38.124001,27033500,0,37.0519998,39.4035999
2014-05-15,37.995998,38.532001,37.060001,37.717999,30202000,1,37.451999799999996,39.0207997
2014-05-16,37.790001,38.408001,37.543999,38.312,22438500,1,37.8239998,38.6337998
2014-05-19,38.144001,39.377998,38.0,39.217999,22858500,0,38.2808,38.2233998
2014-05-20,39.388,39.866001,38.613998,39.060001,27730500,1,38.486399999999996,37.9837998
2014-05-21,39.236,39.973999,38.958,39.889999,26427000,1,38.8395996,37.945799699999995
2014-05-22,40.07,41.375999,39.911999,40.976002,31072500,1,39.4912002,38.4716
2014-05-23,40.905998,41.551998,40.5,41.459999,20034000,1,40.1208,38.9723999
2014-05-27,41.703999,42.773998,41.540001,42.312,26705500,0,40.7396002,39.5102001
2014-05-28,42.004002,42.554001,41.051998,42.048,27475500,0,41.3372,39.9118
2014-05-29,42.113998,42.498001,41.543999,42.048,18462500,0,41.7688002,40.3041999
2014-05-30,42.060001,42.959999,41.403999,41.554001,27905500,0,41.8844,40.687800100000004
2014-06-02,41.466,41.869999,40.334,40.939999,23340500,1,41.7804,40.9506
2014-06-03,40.698002,41.599998,40.518002,40.987999,19304000,0,41.515599800000004,41.1276
2014-06-04,40.869999,41.251999,40.080002,40.798,17137000,1,41.265599800000004,41.3013999
2014-06-05,40.894001,41.84,40.810001,41.380001,20273000,1,41.132000000000005,41.4504001
2014-06-06,41.950001,42.161999,41.436001,41.633999,15369000,0,41.147999600000006,41.5161998
2014-06-09,41.59,41.998001,40.84,41.062,14028500,0,41.17239980000001,41.476399900000004
2014-06-10,40.886002,41.394001,40.310001,40.459999,17573500,1,41.0667998,41.2911998
2014-06-11,40.299999,41.0,39.849998,40.894001,19887500,0,41.086,41.1757999
2014-06-12,41.02,41.976002,40.542,40.703999,29968500,1,40.9507996,41.0413998
2014-06-13,40.956001,41.358002,40.316002,41.284,17721500,1,40.8807998,41.0143997
2014-06-16,41.352001,45.098,41.251999,44.922001,66232000,1,41.6528,41.4125999
2014-06-17,44.821999,47.108002,44.57,46.334,66524500,0,42.827600200000006,41.947199999999995
2014-06-18,46.299999,46.341999,45.223999,45.424,34701000,1,43.7336,42.409800000000004
2014-06-19,45.776001,47.062,45.400002,45.557999,43965500,1,44.7044,42.8275998
2014-06-20,45.703999,46.257999,45.240002,45.917999,24519500,1,45.631199800000005,43.255999800000005
2014-06-23,45.902,47.798,45.644001,47.444,38955500,0,46.1355996,43.8941998
2014-06-24,47.793999,48.375999,46.326,46.5,40379500,1,46.1687996,44.498199899999996
2014-06-25,46.610001,47.509998,46.048,47.377998,29008000,0,46.5595992,45.1465996
2014-06-26,47.433998,48.080002,46.841999,47.119999,25607000,1,46.871999200000005,45.7881996
2014-06-27,46.938,48.0,46.900002,47.812,28175000,1,47.2507994,46.4409996
2014-06-30,47.91,48.897999,47.799999,48.012001,24143000,0,47.3643996,46.7499996
2014-07-01,48.492001,48.688,47.740002,47.944,21680500,0,47.6531996,46.910999600000004
2014-07-02,48.132,48.466,45.414001,45.886002,40137000,0,47.3548004,46.9571998
2014-07-03,46.257999,46.380001,44.799999,45.849998,25833500,0,47.100800199999995,46.9863997
2014-07-07,45.5,45.956001,44.080002,44.532001,29468500,0,46.444800400000005,46.8477999
2014-07-08,43.73,44.192001,42.854,43.813999,39181000,1,45.6052,46.484799800000005
2014-07-09,44.254002,44.844002,43.841999,44.612,20577000,0,44.9388,46.295999800000004
2014-07-10,43.436001,44.444,43.208,43.891998,24319500,0,44.5399992,45.9473998
2014-07-11,44.122002,44.32,43.52,43.625999,16511500,1,44.0951994,45.597999800000004
2014-07-14,43.998001,45.757999,43.09,45.34,36016000,0,44.2567992,45.350799800000004
2014-07-15,45.346001,45.529999,43.619999,43.916,28592500,0,44.2771994,44.941199700000006
2014-07-16,44.363998,44.959999,43.363998,43.431999,20222500,0,44.0411992,44.4899996
2014-07-17,43.231998,44.110001,42.720001,43.080002,23247000,1,43.8788,44.209399600000005
2014-07-18,43.189999,44.242001,43.186001,44.004002,21268500,1,43.9544006,44.0248
2014-07-21,43.450001,44.641998,43.344002,44.108002,19111000,0,43.708001,43.9824001
2014-07-22,44.438,44.66,43.821999,43.916,13650000,1,43.708001,43.9926002
2014-07-23,44.001999,44.950001,43.886002,44.498001,15416500,1,43.9212014,43.9812003
2014-07-24,44.650002,45.02,44.16,44.708,16227500,1,44.246801,44.062800499999994
2014-07-25,44.543999,45.394001,44.349998,44.714001,15435500,1,44.3888008,44.1716007
2014-07-28,44.849998,46.400002,44.279999,44.964001,32571500,1,44.5600006,44.134000799999995
2014-07-29,45.321999,45.66,44.972,45.001999,16912000,1,44.777200400000005,44.2426007
2014-07-30,44.383999,45.919998,44.208,45.784,24639000,0,45.0344002,44.4778008
2014-07-31,45.852001,46.279999,44.299999,44.66,38745500,1,45.0248002,44.635800599999996
2014-08-01,45.217999,47.5,45.200001,46.653999,59479000,1,45.4127998,44.9008003
2014-08-04,46.875999,48.099998,46.653999,47.703999,29798500,0,45.9607994,45.260400000000004
2014-08-05,47.493999,48.598,47.138,47.698002,26943000,1,46.5,45.6386002
2014-08-06,47.779999,50.284,47.716,49.785999,46246500,1,47.3003998,46.1674
2014-08-07,50.023998,51.338001,49.824001,50.478001,37394500,0,48.464,46.7444001
2014-08-08,50.231998,50.352001,49.299999,49.625999,25450500,1,49.0584,47.2355999
2014-08-11,51.096001,52.748001,51.0,51.863998,40506500,1,49.8903998,47.9255996
2014-08-12,51.616001,52.060001,50.916,51.992001,31911500,1,50.7491996,48.6245998
2014-08-13,52.402,53.127998,51.922001,52.062,34663000,1,51.2043998,49.2523998
2014-08-14,52.498001,52.599998,51.299999,52.276001,20633000,1,51.5639998,50.0139999
2014-08-15,52.296001,52.417999,51.700001,52.402,19339500,0,52.1192,50.5888
2014-08-18,52.650002,53.452,51.950001,51.987999,29246000,0,52.14400020000001,51.017199999999995
2014-08-19,51.773998,51.866001,50.324001,51.352001,26674000,0,52.01600019999999,51.3825999
2014-08-20,50.933998,51.748001,50.599998,51.141998,15139500,0,51.831999800000006,51.518199800000005
2014-08-21,51.304001,51.759998,50.652,50.868,14578000,1,51.550399600000006,51.5571997
2014-08-22,50.908001,51.389999,50.521999,51.355999,14167000,1,51.34119940000001,51.7301997
2014-08-25,51.638,52.736,51.638,52.509998,21590500,0,51.445599200000004,51.7947997
2014-08-26,52.995998,53.099998,52.332001,52.348,19090000,1,51.644799,51.8303996
2014-08-27,52.700001,52.848,52.057999,52.650002,14925500,1,51.94639980000001,51.88919980000001
2014-08-28,52.377998,52.896,52.327999,52.771999,14224500,1,52.32719960000001,51.9387996
2014-08-29,53.740002,54.400002,53.501999,53.939999,32235500,1,52.843999600000004,52.092599500000006
2014-09-02,55.099998,56.978001,54.860001,56.824001,49262000,0,53.706800199999996,52.576199700000004
2014-09-03,57.534,57.599998,56.02,56.237999,33861500,1,54.48480000000001,53.06479950000001
2014-09-04,56.801998,58.284,56.080002,57.208,41708500,0,55.39639960000001,53.671399699999995
2014-09-05,56.509998,56.580002,54.501999,55.478001,55849500,1,55.937599999999996,54.132399799999995
2014-09-08,55.523998,56.976002,55.504002,56.422001,27508000,0,56.4340004,54.638999999999996
2014-09-09,56.598,57.098,55.400002,55.695999,22794000,1,56.208400000000005,54.9576001
2014-09-10,55.900002,56.282001,54.731998,56.220001,18906500,0,56.204800399999996,55.344800199999995
2014-09-11,56.091999,56.958,55.726002,56.062,18830500,0,55.975600400000005,55.686
2014-09-12,56.099998,56.478001,55.400002,55.84,16623000,0,56.048000200000004,55.9928001
2014-09-15,54.874001,54.880001,49.826,50.771999,82277000,1,54.917999800000004,55.676000099999996
2014-09-16,51.029999,52.492001,50.484001,52.147999,41500500,1,54.20839980000001,55.2083999
2014-09-17,52.481998,52.939999,51.900002,52.276001,25888500,1,53.41959979999999,54.8122001
2014-09-18,52.672001,53.119999,52.464001,52.764,18463000,0,52.7599998,54.3678001
2014-09-19,51.598,52.285999,51.054001,51.863998,34054500,0,51.964799400000004,54.00639980000001
2014-09-22,51.0,51.203999,48.942001,50.006001,41070500,1,51.811599799999996,53.3647998
2014-09-23,49.043999,50.759998,49.0,50.082001,28293500,1,51.398400200000005,52.803399999999996
2014-09-24,50.223999,50.568001,49.408001,50.428001,18747500,0,51.0288002,52.224199999999996
2014-09-25,50.504002,50.992001,49.220001,49.389999,24171000,0,50.354,51.55699990000001
2014-09-26,49.650002,49.945999,49.214001,49.32,18977000,0,49.8452004,50.90499989999999
2014-09-29,48.799999,49.728001,48.276001,49.051998,24263500,0,49.65439980000001,50.7329998
2014-09-30,49.383999,49.529999,48.023998,48.535999,21191500,0,49.3451994,50.371799800000005
2014-10-01,48.439999,48.532001,47.130001,48.048,29708500,1,48.869199200000004,49.9489997
2014-10-02,50.040001,50.557999,49.071999,50.284,44991000,1,49.0479994,49.7009997
2014-10-03,50.612,51.299999,50.206001,51.042,27031500,1,49.3923994,49.6187999
2014-10-06,51.826,52.498001,51.560001,52.124001,38566500,0,50.0068,49.830599899999996
2014-10-07,51.706001,52.292,51.146,51.914001,22427500,0,50.68240039999999,50.013799899999995
2014-10-08,52.02,52.576,50.528,51.855999,25275500,0,51.44400019999999,50.1565997
2014-10-09,52.450001,53.108002,50.880001,51.402,36806500,0,51.667600199999995,50.357799799999995
2014-10-10,48.928001,49.178001,47.040001,47.382,64441500,0,50.935600199999996,50.1639998
2014-10-13,47.714001,47.792,44.200001,44.917999,56343500,1,49.4943998,49.7505999
2014-10-14,45.650002,46.493999,44.599998,45.411999,35526500,1,48.1939994,49.4381999
2014-10-15,44.0,46.198002,43.464001,45.939999,45736500,0,47.010799399999996,49.2273998
2014-10-16,43.944,45.984001,43.82,45.27,26996500,1,45.7843994,48.7259998
2014-10-17,46.675999,46.953999,45.310001,45.495998,52747000,1,45.407199000000006,48.1713996
2014-10-20,45.344002,46.48,45.102001,46.094002,17472000,1,45.6423996,47.5683997
2014-10-21,46.854,47.077999,46.16,47.068001,20651500,0,45.973600000000005,47.0837997
2014-10-22,46.638,47.478001,46.112,46.220001,20583000,1,46.02960040000001,46.5201999
2014-10-23,46.931999,47.256001,46.400002,47.057999,17462000,0,46.3872002,46.085799800000004
2014-10-24,47.254002,47.560001,46.240002,47.048,17316500,0,46.6976006,46.0523998
2014-10-27,46.849998,46.922001,44.062,44.334,47766500,1,46.3456002,45.993999900000006
2014-10-28,45.919998,48.919998,45.650002,48.554001,52581500,0,46.642800199999996,46.3082001
2014-10-29,48.226002,48.299999,47.127998,47.619999,24812500,1,46.9227998,46.4762001
2014-10-30,47.627998,48.099998,47.012001,47.731998,16142000,1,47.0575996,46.7223999
2014-10-31,48.501999,48.624001,47.75,48.34,18876500,1,47.315999600000005,47.00680010000001
2014-11-03,48.599998,49.512001,48.264,48.518002,21019000,0,48.1528,47.24920010000001
2014-11-04,48.098,48.470001,47.306,47.785999,18413000,0,47.999199600000004,47.3209999
2014-11-05,48.200001,48.271999,46.105999,46.194,45229500,1,47.713999799999996,47.3183998
2014-11-06,46.897999,49.338001,45.700001,48.243999,76773500,0,47.8164,47.4369998
2014-11-07,48.438,48.568001,47.439999,48.040001,25805000,1,47.756400199999995,47.5361999
2014-11-10,47.821999,48.576,47.360001,48.386002,22886000,1,47.7300002,47.941400099999996
2014-11-11,48.509998,50.363998,48.400002,50.216,39744000,0,48.2160004,48.107600000000005
2014-11-12,49.944,50.467999,49.116001,49.82,29354000,1,48.9412004,48.3276001
2014-11-13,50.124001,51.150002,50.049999,50.34,31180000,1,49.360400600000006,48.5884003
2014-11-14,50.0,51.77,49.700001,51.736,30505500,0,50.0996004,48.928000299999994
2014-11-17,51.498001,51.799999,50.403999,50.796001,20128500,1,50.5816002,49.1558002
2014-11-18,51.172001,51.998001,51.102001,51.540001,22365000,0,50.84640040000001,49.5312004
2014-11-19,50.122002,50.375999,49.119999,49.548,39592500,1,50.79200039999999,49.866600399999996
2014-11-20,49.59,50.186001,49.200001,49.742001,17936000,0,50.672400599999996,50.0164006
2014-11-21,50.442001,50.556,48.433998,48.556,37425500,1,50.0364006,50.0680005
2014-11-24,49.040001,49.52,48.127998,49.344002,23948500,1,49.746000800000004,50.1638005
2014-11-25,49.470001,49.944,49.217999,49.618,15799000,1,49.361600599999996,50.1040005
2014-11-26,49.667999,49.799999,49.32,49.688,9906000,0,49.3896006,50.0908005
2014-11-28,49.07,49.338001,48.504002,48.903999,10598500,0,49.222000200000004,49.9472004
2014-12-01,48.231998,48.493999,45.801998,46.327999,43097000,0,48.7764,49.406400299999994
2014-12-02,46.914001,46.976002,45.599998,46.285999,29435000,0,48.1647994,48.9554001
2014-12-03,45.25,45.944,45.099998,45.860001,26538500,0,47.4131996,48.3874001
2014-12-04,45.720001,46.18,45.562,45.655998,19278000,0,46.6067992,47.9981999
2014-12-05,45.734001,45.877998,44.452,44.742001,30318000,0,45.774399599999995,47.498199899999996
2014-12-08,44.307999,44.972,42.467999,42.872002,46128000,1,45.0832002,46.9298001
2014-12-09,41.868,43.546001,40.854,43.377998,47157500,0,44.5016,46.333199699999994
2014-12-10,42.826,43.354,41.540001,41.967999,36570500,0,43.7231996,45.5681996
2014-12-11,42.105999,43.085999,41.646,41.776001,33472000,0,42.947200200000005,44.7769997
2014-12-12,40.964001,42.335999,40.900002,41.400002,35869000,0,42.2788004,44.026599999999995
2014-12-15,41.858002,41.959999,40.534,40.807999,26091500,0,41.8659998,43.474599999999995
2014-12-16,40.178001,40.736,39.074001,39.562,42130500,1,41.102800200000004,42.8022001
2014-12-17,38.612,41.330002,38.529999,41.164001,36839000,1,40.9420006,42.3326001
2014-12-18,42.476002,43.688,42.360001,43.652,37416500,1,41.317200400000004,42.1322003
2014-12-19,44.037998,44.080002,42.900002,43.858002,34552500,1,41.808800399999996,42.0438004
2014-12-22,44.0,44.812,43.652,44.52,23997000,0,42.5512006,42.2086002
2014-12-23,44.762001,44.863998,43.903999,44.194,22528500,1,43.4776006,42.2902004
2014-12-24,43.953999,44.5,43.849998,44.452,6661000,1,44.1352004,42.5386005
2014-12-26,44.301998,45.700001,44.299999,45.563999,16635000,0,44.5176002,42.9174003
2014-12-29,45.380001,45.582001,44.804001,45.141998,14012500,0,44.77439940000001,43.29159990000001
2014-12-30,44.798,45.130001,44.279999,44.445999,14516000,1,44.759599200000004,43.655399900000006
2014-12-31,44.618,45.136002,44.450001,44.481998,11487500,0,44.8171988,44.1473997
2015-01-02,44.574001,44.650002,42.652,43.862,23822000,0,44.6991988,44.4171996
2015-01-05,42.91,43.299999,41.431999,42.018002,26842500,1,43.9899994,44.2537998
2015-01-06,42.012001,42.84,40.841999,42.256001,31309500,0,43.4128,44.0935997
2015-01-07,42.669998,42.956001,41.956001,42.189999,14842000,0,42.9616,43.8605996
2015-01-08,42.562,42.759998,42.001999,42.124001,17212500,0,42.490000599999995,43.6535997
2015-01-09,41.784,41.995998,40.992001,41.332001,23341500,0,41.984000800000004,43.3415998
2015-01-12,40.610001,40.894001,39.849998,40.442001,29751500,1,41.6688006,42.8294
2015-01-13,40.664001,41.521999,40.181999,40.849998,22386500,0,41.3876,42.4002
2015-01-14,37.166,39.040001,37.0,38.537998,57759500,0,40.6571998,41.8093999
2015-01-15,38.897999,39.150002,38.0,38.374001,26082500,1,39.907199799999994,41.1986002
2015-01-16,38.139999,38.897999,37.93,38.613998,18016000,0,39.363599199999996,40.6738
2015-01-20,38.773998,38.824001,37.408001,38.386002,22516000,1,38.9523994,40.3106
2015-01-21,37.91,39.736,37.902,39.313999,20765000,1,38.6451996,40.0163998
2015-01-22,39.400002,40.647999,39.040001,40.324001,20584500,0,39.0024002,39.8298
2015-01-23,40.057999,40.700001,39.666,40.257999,17193000,1,39.3791998,39.6431998
2015-01-26,40.366001,41.723999,40.209999,41.310001,16172500,0,39.9184004,39.640999799999996
2015-01-27,40.883999,41.605999,40.66,41.195999,13905000,0,40.4803998,39.7163996
2015-01-28,41.222,41.273998,39.683998,39.874001,15748000,1,40.5924002,39.6187999
2015-01-29,40.214001,41.195999,39.299999,41.040001,17740500,0,40.7356002,39.8690002
2015-01-30,40.792,41.493999,40.599998,40.720001,15035000,1,40.828000599999996,40.1036002
2015-02-02,40.793999,42.389999,40.66,42.188,20746000,1,41.003600399999996,40.4610004
2015-02-03,42.644001,44.074001,42.254002,43.672001,24131000,1,41.4988008,40.9896003
2015-02-04,43.658001,44.296001,43.360001,43.709999,16527000,1,42.2660004,41.429200300000005
2015-02-05,43.976002,45.096001,43.928001,44.198002,17614500,0,42.897600600000004,41.816600400000006
2015-02-06,44.400002,44.68,43.299999,43.472,16219500,1,43.448000400000005,42.138000500000004
2015-02-09,43.076,43.585999,42.397999,43.495998,17362000,0,43.7096,42.3566002
2015-02-10,43.509998,44.099998,43.0,43.257999,26952500,0,43.626799600000005,42.5628002
2015-02-11,42.442001,42.948002,41.456001,42.560001,48845500,0,43.3968,42.831400200000004
2015-02-12,38.714001,40.618,38.655998,40.576,78248000,1,42.6723996,42.785000100000005
2015-02-13,40.580002,41.198002,40.181999,40.754002,30955000,1,42.1288,42.7884002
2015-02-17,41.139999,41.139999,40.299999,40.869999,19898000,1,41.6036002,42.656600100000006
2015-02-18,40.834,41.234001,40.52,40.891998,13568000,1,41.130399999999995,42.3785998
2015-02-19,41.0,42.487999,40.75,42.341999,25770500,1,41.0867996,42.2417998
2015-02-20,42.155998,43.52,41.962002,43.422001,29910500,0,41.655999800000004,42.164199700000005
2015-02-23,43.132,43.639999,41.265999,41.467999,42499000,0,41.798799200000005,41.9637996
2015-02-24,41.458,41.458,40.34,40.821999,33018000,0,41.7891992,41.6963997
2015-02-25,40.987999,41.428001,40.515999,40.751999,19547500,1,41.761199399999995,41.4457997
2015-02-26,40.799999,42.217999,40.444,41.438,32364500,0,41.5803996,41.3335996
2015-02-27,41.380001,41.709999,40.560001,40.667999,19410500,0,41.0295992,41.3427995
2015-03-02,40.540001,40.667999,39.166,39.466,39610500,1,40.629199400000005,41.2139993
2015-03-03,39.362,40.048,39.063999,39.911999,22161500,1,40.4471994,41.1181993
2015-03-04,39.849998,40.504002,39.442001,40.487999,21110000,0,40.3943994,41.077799399999996
2015-03-05,40.57,41.237999,40.029999,40.125999,24385000,0,40.1319992,40.8561994
2015-03-06,39.841999,40.150002,38.43,38.776001,33562000,0,39.7535996,40.3915994
2015-03-09,38.877998,38.897999,37.650002,38.175999,33683500,0,39.4955994,40.062399400000004
2015-03-10,37.692001,38.700001,37.52,38.063999,27898500,1,39.1259994,39.7865994
2015-03-11,38.23,39.236,38.202,38.748001,24874500,0,38.7779998,39.5861996
2015-03-12,38.75,38.889999,37.950001,38.214001,20746500,0,38.395600200000004,39.26379970000001
2015-03-13,37.790001,38.349998,37.464001,37.736,27171500,1,38.187599999999996,38.9705998
2015-03-16,38.400002,39.181999,37.959999,39.139999,28144000,0,38.3804,38.9379997
2015-03-17,39.085999,39.742001,38.787998,38.945999,24470500,1,38.5568,38.8413997
2015-03-18,38.992001,40.175999,38.622002,40.141998,24104500,0,38.8355994,38.8067996
2015-03-19,40.400002,40.917999,38.905998,39.130001,42376000,1,39.0187994,38.7071998
2015-03-20,39.490002,39.798,39.124001,39.616001,21347500,1,39.3947996,38.7911998
2015-03-23,39.700001,40.099998,39.493999,39.925999,13158000,1,39.5519996,38.9661998
2015-03-24,40.316002,40.757999,39.950001,40.344002,18249500,0,39.8316002,39.1942001
2015-03-25,39.653999,39.717999,38.540001,38.860001,28652000,0,39.5752008,39.205400100000006
2015-03-26,38.784,38.958,37.939999,38.082001,20640000,0,39.365600799999996,39.1922001
2015-03-27,37.813999,37.858002,36.279999,37.0,43024500,1,38.8424006,39.118600099999995
2015-03-30,37.169998,38.450001,36.360001,38.113998,50447500,0,38.4800004,39.016
2015-03-31,38.706001,38.751999,37.681999,37.754002,25133000,0,37.9620004,38.8968003
2015-04-01,37.740002,38.459999,37.209999,37.518002,18973000,1,37.6936006,38.6344007
2015-04-02,38.046001,38.646,38.0,38.200001,25052000,1,37.7172006,38.541400700000004
2015-04-06,39.599998,41.549999,39.5,40.619999,62279000,1,38.4412004,38.6418005
2015-04-07,40.501999,41.012001,40.228001,40.650002,21739500,1,38.9484012,38.7142008
2015-04-08,41.639999,42.18,41.174,41.534,31515500,1,39.7044008,38.8332006
2015-04-09,41.686001,42.074001,41.223999,42.018002,19001000,1,40.6044008,39.1490007
2015-04-10,41.970001,42.330002,41.799999,42.18,20338500,0,41.4004006,39.5588006
2015-04-13,42.088001,42.599998,41.810001,41.956001,18791000,0,41.667601000000005,40.0544007
2015-04-14,41.714001,41.897999,41.099998,41.492001,15130000,1,41.8360008,40.392201
2015-04-15,41.492001,41.917999,41.32,41.566002,9762000,0,41.8424012,40.773401
2015-04-16,41.540001,41.834,41.257999,41.34,8295500,1,41.7068008,41.1556008
2015-04-17,40.998001,41.375999,40.700001,41.358002,12349500,0,41.5424012,41.471400900000006
2015-04-20,41.355999,41.57,40.77,41.054001,12796500,1,41.3620012,41.5148011
2015-04-21,41.16,42.150002,40.862,41.882,17162500,1,41.440001,41.6380009
2015-04-22,42.5,44.375999,42.338001,43.888,39315000,0,41.904400599999995,41.87340089999999
2015-04-23,43.653999,44.296001,43.43,43.720001,22056000,0,42.380400800000004,42.0436008
2015-04-24,44.099998,44.16,43.602001,43.686001,12139000,1,42.8460006,42.1942009
2015-04-27,44.512001,47.75,44.400002,46.310001,58363000,0,43.8972006,42.6296009
2015-04-28,46.950001,47.099998,45.605999,46.096001,30427000,1,44.7400008,43.09000089999999
2015-04-29,46.009998,46.993999,45.526001,46.490002,19680500,0,45.260401200000004,43.582400899999996
2015-04-30,46.077999,46.577999,45.034,45.209999,19559500,0,45.5584008,43.9694008
2015-05-01,45.987999,46.354,44.082001,45.206001,26408500,1,45.8624008,44.35420069999999
2015-05-04,45.636002,46.945999,45.422001,46.102001,22173000,1,45.820800799999994,44.8590007
2015-05-05,47.551998,47.900002,45.826,46.59,28984500,0,45.9196006,45.3298007
2015-05-06,46.82,46.894001,45.639999,46.085999,26354500,1,45.838800000000006,45.549600600000005
2015-05-07,44.200001,47.495998,44.049999,47.360001,47279500,0,46.268800399999996,45.9136006
2015-05-08,47.198002,47.681999,46.740002,47.321999,23341000,1,46.69199999999999,46.277200400000005
2015-05-11,47.257999,48.576,47.062,47.897999,28361500,1,47.051199600000004,46.4360002
2015-05-12,48.021999,49.27,47.638,48.948002,31817000,0,47.522800000000004,46.72120030000001
2015-05-13,49.521999,49.66,48.450001,48.636002,27201000,1,48.032800599999995,46.9358003
2015-05-14,48.964001,48.978001,48.25,48.82,14479500,1,48.3248004,47.2968004
2015-05-15,48.785999,49.880001,48.5,49.768002,22638000,0,48.814001000000005,47.7530005
2015-05-18,49.400002,49.98,49.200001,49.75,16766000,0,49.1844012,48.1178004
2015-05-19,49.686001,50.200001,49.23,49.428001,18371000,0,49.280401,48.4016005
2015-05-20,49.425999,49.548,48.273998,48.869999,18778000,1,49.3272004,48.6800005
2015-05-21,48.605999,49.324001,48.472,49.124001,9853000,1,49.3880006,48.8564005
2015-05-22,49.076,49.720001,49.001999,49.546001,11115500,0,49.3436004,49.0788007
2015-05-26,49.535999,50.400002,49.299999,49.492001,17493500,0,49.2920006,49.2382009
2015-05-27,49.702,49.900002,49.110001,49.486,17041000,1,49.3036004,49.2920007
2015-05-28,49.405998,50.360001,49.009998,50.290001,18236500,0,49.5876008,49.4574006
2015-05-29,50.200001,50.574001,49.886002,50.16,18946500,0,49.794800599999995,49.5914006
